item_id,order_id,product_id,quantity,unit_price
323,14482,253,3,6781.48
324,7198,20,4,5418.04
325,8282,69,4,8226.4
326,6888,245,1,8611.56
327,12115,228,1,604.91
328,14825,112,5,8874.43
329,13262,288,3,6906.22
330,5706,424,4,9131.51
331,12276,469,2,1716.73
332,4579,373,5,5173.76
333,11379,172,4,8002.21
334,7759,376,2,258.42
335,12168,214,1,8463.2
336,14032,500,2,9839.38
337,4616,247,5,1511.4
338,11467,28,4,966.94
339,7898,419,3,2984.31
340,10458,22,1,1658.35
341,227,227,4,5782.67
342,10174,401,4,276.76
343,12049,416,3,6564.11
344,6157,244,4,1081.56
345,1339,110,2,1178.02
346,3403,148,1,6826.23
347,11752,136,4,5846.66
348,1655,205,3,4022.8
349,11686,386,4,3146.12
350,8433,222,2,9786.82
351,13058,54,3,7895.72
352,9038,220,5,4181.4
353,14188,462,3,9857.56
354,3791,17,4,7305.81
355,8368,176,2,8922.31
356,12632,401,4,276.76
357,7710,110,5,1178.02
358,14381,287,2,200.71
359,8418,303,3,9299.69
360,5400,145,2,6422.41
361,5705,284,1,9324.98
362,10572,75,1,8352.41
363,5906,324,3,2208.08
364,12840,341,2,6881.86
365,13034,239,3,1994.61
366,2958,291,1,5087.5
367,6341,459,3,1906.15
368,5522,136,5,5846.66
369,2435,365,2,1850.05
370,518,387,3,7256.07
371,1937,215,4,5828.57
372,11657,367,5,2146.49
373,7376,460,4,4289.39
374,14570,233,3,4748.37
375,14522,89,1,2158.02
376,4103,104,3,4430.26
377,7569,200,5,2884.6
378,3919,26,3,482.02
379,422,48,4,1838.87
380,9327,458,1,1066.87
381,3482,9,1,9075.61
382,3396,461,2,798.26
383,11619,110,3,1178.02
384,10593,112,4,8874.43
385,5574,28,3,966.94
386,1237,303,1,9299.69
387,125,191,2,647.57
388,448,345,3,7840.69
389,11377,319,1,3953.51
390,6485,136,5,5846.66
391,2321,382,5,2606.69
392,4796,442,4,722.71
393,6275,255,2,8283.02
394,7114,60,5,8583.96
395,13624,467,5,2506.92
396,8585,139,2,8246.2
397,11573,53,2,7460.59
398,11301,26,4,482.02
399,8873,457,3,9921.34
400,8925,164,4,8667.88
401,3975,137,4,2848.21
402,14070,72,1,879.52
403,42,21,4,9286.01
404,9367,28,1,966.94
405,8962,454,1,3126.41
406,624,415,1,2187.71
407,8903,472,1,8162.55
408,6869,284,4,9324.98
409,8583,434,5,3167.56
410,9311,429,5,4716.21
411,73,104,4,4430.26
412,4842,18,1,1342.37
413,3182,244,4,1081.56
414,9703,186,3,7246.03
415,8851,294,1,1759.3
416,8749,72,1,879.52
417,12608,210,5,4078.3
418,13210,318,5,1060.93
419,13952,251,1,2903.35
420,1818,33,3,968.15
421,256,319,2,3953.51
422,9783,290,4,1424.2
423,9429,321,3,9739.1
424,10260,319,3,3953.51
425,1512,315,4,7046.48
426,2821,206,2,2172.19
427,4229,129,1,6571.12
428,9381,391,4,245.15
429,2603,348,5,3047.9
430,11662,217,5,9900.58
431,9579,172,3,8002.21
432,5047,44,3,3917.55
433,14441,470,3,7905.83
434,5598,2,5,732.43
435,4874,449,4,7816.26
436,5607,177,3,1840.37
437,13006,13,3,7258.78
438,9461,494,5,3573.94
439,11850,70,2,8962.34
440,13785,267,5,9197.24
441,3992,261,3,980.67
442,13008,426,5,3257.04
443,943,247,4,1511.4
444,3485,234,1,5838.32
445,566,414,4,8456.47
446,8980,455,1,1899.28
447,8197,35,2,1741.5
448,2601,164,1,8667.88
449,3139,163,3,1948.49
450,3608,154,2,7802.63
451,6166,116,4,2672.92
452,12222,170,1,2257.83
453,9328,375,1,6848.53
454,8484,32,3,5922.14
455,12322,324,5,2208.08
456,4151,117,2,3613.97
457,7132,454,3,3126.41
458,8629,229,5,1133.55
459,10605,327,3,9601.35
460,134,438,3,9206.62
461,11261,87,5,2322.38
462,13853,351,4,5555.13
463,8104,330,3,9882.58
464,11518,188,2,5330.51
465,2703,240,5,9176.21
466,8696,369,3,8266.36
467,4717,115,3,8618.7
468,2428,19,4,5022.81
469,2983,142,1,6545.75
470,5279,193,4,1281.1
471,9888,316,4,5796.51
472,13460,81,4,3619.81
473,7637,386,3,3146.12
474,13138,441,2,2052.86
475,14366,256,3,8632.64
476,12019,122,3,8180.09
477,7557,242,5,7663.19
478,11973,488,3,6635.81
479,8409,182,2,576.46
480,3015,492,5,9608.88
481,9119,43,2,3765.59
482,10068,116,1,2672.92
483,7273,307,4,4019.4
484,9316,66,1,6722.57
485,13595,12,5,3492.99
486,7280,193,2,1281.1
487,13679,293,3,8242.9
488,477,419,4,2984.31
489,8776,277,4,2568.61
490,8358,402,2,2303.92
491,4813,264,2,9277.81
492,6508,382,3,2606.69
493,13510,244,2,1081.56
494,14512,447,1,2000.99
495,14414,73,4,9210.64
496,13248,395,5,5403.61
497,3342,57,2,6056.87
498,9562,364,2,9723.49
499,9672,261,1,980.67
500,12498,494,3,3573.94
501,3662,359,2,4809.77
502,2313,396,4,8634.83
503,1741,57,5,6056.87
504,1894,235,3,8300.53
505,14225,413,2,202.63
506,1370,134,3,5480.33
507,6555,158,5,9478.85
508,8011,293,3,8242.9
509,2750,85,3,2064.18
510,4449,223,4,6357.32
511,1209,95,1,3387.4
512,2602,276,1,2146.27
513,5035,487,1,6550.82
514,12218,231,5,1578.47
515,7275,215,5,5828.57
516,12570,492,1,9608.88
517,11835,471,4,3581.14
518,6199,287,3,200.71
519,13652,104,4,4430.26
520,9432,1,1,6315.21
521,2480,206,5,2172.19
522,6620,399,4,5584.71
523,7316,445,4,4601.52
524,3883,250,1,9260.34
525,1238,234,4,5838.32
526,11726,254,4,8610.26
527,12284,364,2,9723.49
528,1718,402,3,2303.92
529,7008,156,3,7160.7
530,6850,465,2,9276.0
531,12047,244,5,1081.56
532,8371,72,2,879.52
533,8874,278,4,8996.64
534,3457,86,1,4357.67
535,14750,193,1,1281.1
536,10664,371,3,2310.72
537,11781,128,4,1686.89
538,2529,395,4,5403.61
539,1751,300,3,1815.98
540,12167,365,1,1850.05
541,3287,322,5,6758.75
542,9485,447,5,2000.99
543,357,353,3,3759.57
544,3694,315,5,7046.48
545,122,66,5,6722.57
546,341,157,1,7290.81
547,7638,147,4,8276.67
548,12598,304,3,466.87
549,9191,135,4,5819.88
550,9117,356,1,2763.96
551,2269,167,4,4172.77
552,3307,430,2,5913.18
553,4642,98,1,4922.59
554,10209,375,4,6848.53
555,3319,86,3,4357.67
556,7126,259,5,6946.2
557,10807,91,3,7135.75
558,12375,63,5,5383.93
559,4930,23,3,1685.18
560,8633,203,4,8511.61
561,6681,407,4,5006.35
562,6566,365,4,1850.05
563,7159,443,2,9035.35
564,5903,141,2,1098.86
565,1816,282,3,6977.05
566,4375,275,5,8842.88
567,4040,484,3,322.48
568,5268,84,5,8556.86
569,4169,288,2,6906.22
570,9026,30,3,7899.0
571,13800,145,1,6422.41
572,3311,9,4,9075.61
573,7020,74,3,199.13
574,461,35,1,1741.5
575,3298,489,5,3207.62
576,8332,63,2,5383.93
577,6499,359,2,4809.77
578,2904,463,5,7898.4
579,1203,154,3,7802.63
580,8457,183,1,5880.7
581,7263,160,1,451.76
582,8965,142,1,6545.75
583,8428,113,5,9827.8
584,11626,455,3,1899.28
585,5949,167,1,4172.77
586,13196,81,2,3619.81
587,9720,271,5,9644.3
588,5160,14,5,7643.58
589,12263,422,1,9215.56
590,421,367,1,2146.49
591,8234,79,5,9929.03
592,1540,148,2,6826.23
593,1002,447,1,2000.99
594,7142,386,5,3146.12
595,6227,9,5,9075.61
596,4711,314,2,9504.99
597,2058,105,3,328.39
598,10910,93,4,2028.54
599,3872,51,1,8177.56
600,12947,214,5,8463.2
601,14614,207,3,4423.45
602,2558,499,3,3186.27
603,2032,134,3,5480.33
604,11423,480,2,5205.62
605,11648,384,4,7551.73
606,1447,158,4,9478.85
607,10914,486,2,9524.97
608,9710,103,2,4032.63
609,14827,203,3,8511.61
610,14646,353,3,3759.57
611,5188,415,3,2187.71
612,8275,59,5,3468.76
613,6371,232,3,3261.51
614,6303,191,1,647.57
615,730,225,5,1137.36
616,4765,443,4,9035.35
617,6616,365,1,1850.05
618,12280,212,3,1848.43
619,3538,485,5,8787.67
620,7716,434,5,3167.56
621,7428,342,2,6063.95
622,13563,241,4,9266.89
623,3149,83,1,9659.08
624,11968,333,4,3312.61
625,13296,96,2,2678.45
626,10222,312,2,7979.12
627,6641,487,1,6550.82
628,4137,313,4,4182.64
629,11431,237,1,5827.48
630,966,244,3,1081.56
631,422,452,5,7515.99
632,10022,466,4,2173.99
633,1495,190,2,1021.97
634,10674,249,3,745.94
635,12660,152,1,9565.43
636,10915,269,5,1141.26
637,8895,235,4,8300.53
638,4825,259,3,6946.2
639,12442,103,1,4032.63
640,12105,2,2,732.43
641,8187,381,3,3904.17
642,11513,256,3,8632.64
643,8307,320,3,7113.73
644,14157,120,3,8117.66
645,10598,306,1,9402.04
646,13000,231,5,1578.47
647,532,47,5,6387.23
648,14795,229,3,1133.55
649,9953,277,2,2568.61
650,11512,156,4,7160.7
651,10555,135,1,5819.88
652,3824,170,2,2257.83
653,9872,65,4,7934.0
654,3640,342,5,6063.95
655,7063,376,2,258.42
656,13559,425,5,3696.53
657,935,365,5,1850.05
658,5365,405,4,3026.74
659,14725,168,5,1657.22
660,11899,113,1,9827.8
661,11535,228,2,604.91
662,8974,349,1,4111.82
663,10186,442,1,722.71
664,9819,315,2,7046.48
665,10311,432,2,226.39
666,12972,269,1,1141.26
667,10228,413,1,202.63
668,13832,457,1,9921.34
669,6794,282,2,6977.05
670,5885,170,2,2257.83
671,10431,481,2,4000.0
672,8081,112,5,8874.43
673,13884,51,3,8177.56
674,5641,30,3,7899.0
675,2841,398,3,4962.95
676,6226,336,4,7047.79
677,6861,254,3,8610.26
678,4036,123,1,4560.68
679,5800,84,1,8556.86
680,11168,255,1,8283.02
681,14814,220,5,4181.4
682,7165,98,2,4922.59
683,1369,444,1,7201.79
684,13595,177,2,1840.37
685,13464,91,3,7135.75
686,10714,410,5,9139.34
687,13754,468,4,4653.8
688,905,476,5,7708.58
689,2378,160,5,451.76
690,10217,274,5,9374.58
691,1026,269,2,1141.26
692,949,113,3,9827.8
693,7628,292,3,6604.75
694,7248,224,2,3104.98
695,7050,468,3,4653.8
696,3883,164,5,8667.88
697,3105,97,3,509.52
698,14156,128,1,1686.89
699,7165,355,4,8627.33
700,12090,359,2,4809.77
701,3599,429,1,4716.21
702,4968,367,1,2146.49
703,12429,482,4,6578.94
704,13450,149,2,938.71
705,14695,159,4,1801.45
706,76,325,1,4799.01
707,11326,292,2,6604.75
708,3172,12,4,3492.99
709,13174,313,3,4182.64
710,8623,464,1,8934.52
711,3391,447,4,2000.99
712,10756,439,2,3081.57
713,557,261,4,980.67
714,13176,323,5,1809.66
715,12804,194,5,1359.67
716,11665,29,5,3941.11
717,1538,411,1,1314.33
718,5808,150,2,5507.66
719,3117,123,5,4560.68
720,12012,354,4,7095.06
721,12578,77,4,7226.24
722,14835,60,1,8583.96
723,11884,263,1,2663.77
724,4668,297,4,6822.62
725,13206,240,2,9176.21
726,14076,405,5,3026.74
727,5333,198,3,946.71
728,14727,26,1,482.02
729,2788,467,5,2506.92
730,1114,417,2,1315.86
731,4904,40,2,5521.2
732,12593,346,3,5073.33
733,14476,406,2,5823.84
734,11979,192,4,8165.24
735,6531,4,3,1038.64
736,13409,172,1,8002.21
737,12127,406,3,5823.84
738,14429,29,2,3941.11
739,8842,312,3,7979.12
740,8218,409,4,5767.52
741,11815,144,3,1912.27
742,7810,472,1,8162.55
743,4507,365,2,1850.05
744,9979,10,2,395.33
745,7370,119,1,3230.43
746,14599,90,4,7785.19
747,7574,175,5,8623.47
748,5375,423,2,5539.86
749,8797,416,5,6564.11
750,13738,478,2,6425.58
751,8427,243,2,3831.51
752,11618,170,1,2257.83
753,14061,3,5,6914.47
754,9149,188,5,5330.51
755,10159,41,2,6972.61
756,11699,147,2,8276.67
757,7369,225,4,1137.36
758,9057,35,3,1741.5
759,2502,285,1,3933.55
760,13160,290,5,1424.2
761,1882,475,4,4830.58
762,5481,418,3,4286.55
763,1390,103,2,4032.63
764,5403,268,1,5811.88
765,5364,55,1,4706.61
766,5745,229,3,1133.55
767,4769,258,3,9737.13
768,13504,318,1,1060.93
769,10978,6,2,2683.41
770,9859,174,2,7399.81
771,13049,330,5,9882.58
772,2464,216,3,3464.18
773,905,17,5,7305.81
774,7568,123,1,4560.68
775,14790,7,4,6834.18
776,928,430,4,5913.18
777,8849,141,3,1098.86
778,5694,265,1,6606.49
779,10653,111,3,5010.75
780,3049,422,1,9215.56
781,11846,159,1,1801.45
782,8029,330,1,9882.58
783,9904,208,1,8638.99
784,14111,252,2,4660.57
785,6778,66,1,6722.57
786,13448,226,1,2025.32
787,805,119,3,3230.43
788,530,353,2,3759.57
789,8161,148,5,6826.23
790,5244,152,2,9565.43
791,8741,487,3,6550.82
792,8690,2,3,732.43
793,9059,138,2,9993.87
794,1332,343,4,3581.46
795,8506,282,1,6977.05
796,6042,127,4,5911.04
797,338,190,1,1021.97
798,6806,478,3,6425.58
799,7036,36,5,5763.51
800,12970,101,2,6090.24
801,7938,311,3,7839.59
802,11081,100,5,9593.58
803,3534,465,4,9276.0
804,12770,26,4,482.02
805,537,23,5,1685.18
806,7247,280,3,7595.69
807,6590,321,1,9739.1
808,3198,462,2,9857.56
809,13195,275,2,8842.88
810,299,112,5,8874.43
811,2602,320,2,7113.73
812,3182,142,3,6545.75
813,8118,35,4,1741.5
814,1533,72,2,879.52
815,8484,8,2,6565.53
816,1418,184,1,3270.76
817,653,188,2,5330.51
818,2675,24,5,8996.96
819,6100,236,2,8664.5
820,9972,235,5,8300.53
821,10128,481,4,4000.0
822,14024,218,3,2942.56
823,7167,383,3,5157.46
824,6635,491,4,7055.9
825,8448,57,2,6056.87
826,1907,49,4,7978.95
827,14165,376,5,258.42
828,5382,427,3,3259.85
829,8492,398,2,4962.95
830,2520,319,5,3953.51
831,5940,50,5,9478.54
832,8714,266,3,4135.03
833,4972,106,3,6259.39
834,6426,86,3,4357.67
835,14823,326,1,8400.33
836,5855,44,3,3917.55
837,4560,45,3,1218.3
838,8328,275,5,8842.88
839,6662,250,4,9260.34
840,12132,465,4,9276.0
841,3083,80,3,7702.5
842,2866,215,2,5828.57
843,12417,164,2,8667.88
844,8000,11,2,1837.72
845,12139,378,1,3236.96
846,10491,264,5,9277.81
847,11477,110,2,1178.02
848,14516,266,4,4135.03
849,3517,458,1,1066.87
850,2128,296,4,3030.48
851,2504,18,4,1342.37
852,2594,164,3,8667.88
853,5981,258,5,9737.13
854,8564,117,5,3613.97
855,898,451,2,5360.01
856,1614,346,1,5073.33
857,12549,142,4,6545.75
858,6749,26,2,482.02
859,11486,467,2,2506.92
860,3864,365,4,1850.05
861,11397,485,5,8787.67
862,4531,370,5,8466.61
863,10163,216,4,3464.18
864,3131,63,5,5383.93
865,10966,460,4,4289.39
866,14880,283,1,5067.19
867,11695,59,3,3468.76
868,11255,68,4,4687.17
869,14048,220,1,4181.4
870,12805,123,4,4560.68
871,6696,340,4,3757.64
872,4196,125,5,2911.91
873,6869,482,2,6578.94
874,616,101,1,6090.24
875,10398,478,4,6425.58
876,269,285,4,3933.55
877,2930,413,4,202.63
878,8305,110,4,1178.02
879,14378,469,2,1716.73
880,8017,425,5,3696.53
881,11403,78,4,3697.4
882,10267,432,3,226.39
883,14957,5,5,6386.27
884,10507,93,4,2028.54
885,7534,412,5,6068.19
886,14986,415,3,2187.71
887,9862,130,5,2180.26
888,8019,287,2,200.71
889,2643,418,1,4286.55
890,10224,365,4,1850.05
891,13114,457,1,9921.34
892,11121,105,4,328.39
893,5516,201,3,7769.45
894,14163,340,3,3757.64
895,4176,107,5,1494.13
896,9141,489,2,3207.62
897,11685,102,2,9476.14
898,770,392,3,557.07
899,7181,249,1,745.94
900,9297,235,1,8300.53
901,7078,14,1,7643.58
902,14212,389,4,3380.61
903,12120,341,4,6881.86
904,13378,344,2,4696.35
905,11311,267,2,9197.24
906,3673,394,1,6388.25
907,4092,261,1,980.67
908,12423,481,4,4000.0
909,2122,305,2,4723.38
910,368,124,5,8055.13
911,1215,332,3,2539.39
912,14205,381,1,3904.17
913,12332,251,1,2903.35
914,10259,472,4,8162.55
915,10886,45,5,1218.3
916,12363,47,4,6387.23
917,3908,468,4,4653.8
918,893,227,3,5782.67
919,2799,97,4,509.52
920,5659,125,1,2911.91
921,4501,213,1,3800.6
922,1264,46,4,8792.03
923,6489,447,1,2000.99
924,11468,97,5,509.52
925,13595,55,1,4706.61
926,12712,398,2,4962.95
927,798,51,1,8177.56
928,9753,484,3,322.48
929,7846,273,3,6942.27
930,4208,232,1,3261.51
931,6857,54,5,7895.72
932,14111,288,3,6906.22
933,3946,61,3,1207.44
934,3486,499,5,3186.27
935,6958,499,3,3186.27
936,9862,67,2,9629.35
937,10882,207,4,4423.45
938,13603,348,1,3047.9
939,8517,196,5,3830.25
940,4646,435,3,9744.01
941,3924,420,4,968.02
942,14950,88,5,8219.74
943,13713,179,4,748.02
944,14458,117,4,3613.97
945,11740,246,3,6536.29
946,1396,288,1,6906.22
947,131,263,3,2663.77
948,5964,153,4,8748.36
949,529,345,2,7840.69
950,11159,391,4,245.15
951,9626,168,1,1657.22
952,133,18,4,1342.37
953,6289,277,1,2568.61
954,1024,330,5,9882.58
955,8447,156,2,7160.7
956,5065,319,1,3953.51
957,3369,321,2,9739.1
958,6517,54,4,7895.72
959,2752,91,4,7135.75
960,4568,336,5,7047.79
961,6965,425,5,3696.53
962,1254,50,1,9478.54
963,7168,269,2,1141.26
964,762,277,1,2568.61
965,6364,82,5,6679.0
966,3494,49,3,7978.95
967,2939,28,2,966.94
968,4362,365,5,1850.05
969,7321,75,5,8352.41
970,3453,374,4,9108.7
971,4509,100,3,9593.58
972,1116,82,1,6679.0
973,1147,184,5,3270.76
974,1894,354,1,7095.06
975,13688,200,5,2884.6
976,11320,443,2,9035.35
977,12125,188,1,5330.51
978,5432,324,1,2208.08
979,7700,176,3,8922.31
980,12836,31,2,5680.54
981,2852,117,3,3613.97
982,9467,483,5,9066.19
983,10390,259,4,6946.2
984,496,222,5,9786.82
985,9610,491,2,7055.9
986,10296,461,5,798.26
987,2190,212,2,1848.43
988,3550,492,3,9608.88
989,11439,227,2,5782.67
990,14262,434,2,3167.56
991,7273,142,2,6545.75
992,7246,239,4,1994.61
993,12847,124,2,8055.13
994,1043,266,2,4135.03
995,8307,74,1,199.13
996,3375,263,3,2663.77
997,13601,365,5,1850.05
998,12590,82,1,6679.0
999,5282,409,1,5767.52
1000,12930,136,2,5846.66
1001,14286,112,4,8874.43
1002,12547,264,3,9277.81
1003,7444,171,1,9757.17
1004,12785,402,3,2303.92
1005,12504,70,1,8962.34
1006,6385,385,2,9715.08
1007,1487,278,5,8996.64
