order_id,customer_id,order_date,total_amount,status
330,387,2025-02-23,34725.21,Pending
331,782,2025-06-03,26893.07,Cancelled
332,1237,2025-06-17,69035.83,Shipped
333,4124,2025-06-12,5109.85,Pending
334,4555,2025-09-11,42804.3,Completed
335,4337,2025-04-29,30581.45,Shipped
336,1442,2025-10-05,7769.45,Shipped
337,2890,2025-10-15,12830.48,Shipped
338,2890,2025-11-10,31505.45,Shipped
339,4801,2025-07-29,18549.56,Shipped
340,2703,2026-03-25,13404.2,Shipped
341,1778,2026-01-11,14038.37,Completed
342,1958,2025-12-14,25371.21,Cancelled
343,4929,2025-11-07,60150.97,Completed
344,749,2025-07-24,1840.37,Pending
345,2611,2025-03-13,51695.47,Completed
346,3544,2025-12-19,19671.31,Completed
347,3470,2025-10-31,44456.88,Completed
348,4866,2025-05-24,47858.36,Completed
349,1364,2025-02-11,32475.25,Shipped
350,267,2025-06-16,30216.36,Shipped
351,4130,2025-07-03,52555.92,Cancelled
352,1220,2025-09-12,74357.5,Completed
353,3711,2025-08-08,38407.27,Pending
354,3226,2026-02-06,23813.25,Completed
355,364,2025-01-12,42766.62,Pending
356,3220,2025-03-19,968.02,Cancelled
357,1648,2025-12-08,28276.96,Completed
358,1564,2025-10-04,43373.85,Shipped
359,4966,2025-02-15,12237.6,Completed
360,3991,2025-10-24,0.0,Completed
361,923,2025-12-03,7162.28,Completed
362,2262,2025-12-03,0.0,Completed
363,102,2025-07-05,45493.14,Shipped
364,4087,2025-11-29,72495.97,Completed
365,303,2026-01-25,17869.7,Cancelled
366,1471,2025-05-19,12891.96,Shipped
367,814,2025-04-11,64401.45,Pending
368,876,2025-05-25,40275.65,Completed
369,1615,2025-03-15,70258.73,Completed
370,4668,2025-01-12,25055.75,Completed
371,2854,2025-05-01,17515.99,Pending
372,1462,2025-06-27,49953.88,Shipped
373,2723,2026-02-15,33729.47,Completed
374,2518,2026-01-09,87637.41,Cancelled
375,1522,2025-04-15,10790.1,Pending
376,565,2025-11-15,72958.74,Pending
377,934,2026-03-24,21250.34,Cancelled
378,2375,2025-04-10,322.48,Shipped
379,249,2025-06-16,20548.0,Completed
380,4273,2026-01-03,76281.55,Completed
381,928,2025-11-17,46998.8,Shipped
382,1991,2025-09-27,0.0,Completed
383,4327,2025-05-21,58854.84,Shipped
384,212,2025-07-16,42489.31,Shipped
385,3593,2025-08-24,62668.79,Completed
386,3115,2025-05-05,29679.12,Shipped
387,2676,2025-01-31,63039.52,Cancelled
388,2938,2025-12-14,39872.46,Shipped
389,3165,2026-02-25,49187.95,Shipped
390,1425,2025-03-14,13028.16,Pending
391,3688,2025-12-03,50005.83,Completed
392,2403,2025-01-02,0.0,Completed
393,4033,2025-10-09,45758.25,Completed
394,2719,2025-11-04,42542.08,Completed
395,1812,2025-06-26,49447.8,Completed
396,516,2025-11-07,24438.98,Shipped
397,1527,2025-11-08,26442.5,Shipped
398,2030,2025-05-20,0.0,Completed
399,3827,2025-05-22,36230.15,Shipped
400,1864,2025-12-29,100786.17,Cancelled
401,377,2026-03-10,15875.5,Completed
402,3346,2025-12-06,36600.44,Completed
403,1352,2026-03-20,0.0,Pending
404,169,2026-01-27,0.0,Shipped
405,4898,2025-02-18,20374.9,Completed
406,397,2025-09-03,9659.08,Completed
407,485,2025-03-11,73399.15,Completed
408,1545,2025-08-23,83535.49,Pending
409,344,2025-01-17,41113.78,Completed
410,2452,2025-10-24,8246.2,Completed
411,504,2025-06-11,30382.76,Completed
412,3057,2025-03-27,81388.69,Shipped
413,558,2026-01-24,19892.01,Shipped
414,4243,2025-05-28,30271.0,Pending
415,425,2025-07-03,5991.05,Cancelled
416,999,2025-01-26,80791.44,Pending
417,1605,2025-02-06,37837.46,Cancelled
418,3991,2026-03-05,50073.18,Shipped
419,673,2026-01-19,47029.92,Shipped
420,2825,2025-09-26,2114.76,Completed
421,4272,2025-12-24,20302.33,Pending
422,4219,2025-01-19,91632.93,Completed
423,1594,2026-03-19,14887.42,Completed
424,3760,2026-01-19,25221.3,Completed
425,4174,2025-07-28,35418.43,Shipped
426,4928,2026-03-18,73610.24,Shipped
427,711,2025-02-16,1838.87,Completed
428,332,2025-05-16,53436.83,Completed
429,1887,2026-01-08,3740.1,Cancelled
430,4213,2025-06-09,0.0,Completed
431,2987,2025-05-09,5876.24,Completed
432,3249,2025-07-04,11593.02,Completed
433,3657,2025-01-16,38746.12,Cancelled
434,1231,2025-10-25,28060.32,Completed
435,1572,2025-05-23,10846.97,Pending
436,2804,2025-08-27,147344.95,Shipped
437,2249,2026-03-16,9169.74,Completed
438,4467,2026-03-11,45211.95,Completed
439,1478,2025-03-19,43006.71,Completed
440,4781,2026-01-29,33382.33,Completed
441,3354,2026-01-12,9524.97,Completed
442,1284,2026-02-10,0.0,Shipped
443,1520,2025-09-28,86571.77,Pending
444,2467,2025-09-01,46833.69,Completed
445,2288,2025-11-11,27964.9,Completed
446,1359,2025-03-16,77678.45,Shipped
447,655,2026-01-10,33032.45,Pending
448,4920,2025-01-01,23522.07,Shipped
449,2304,2025-09-25,60794.21,Completed
450,2347,2025-07-19,34148.11,Cancelled
451,2020,2025-09-20,21830.51,Cancelled
452,4125,2025-04-13,54274.54,Cancelled
453,1242,2025-08-27,83111.19,Pending
454,1686,2025-07-05,63195.66,Completed
455,4017,2025-04-16,81432.65,Completed
456,2540,2025-09-22,46752.85,Pending
457,4689,2025-03-29,84595.15,Shipped
458,2614,2025-12-03,50928.38,Shipped
459,56,2025-02-04,52282.43,Completed
460,4862,2025-06-07,39338.4,Completed
461,1678,2025-06-18,1741.5,Pending
462,4343,2025-01-04,17739.64,Completed
463,3617,2025-09-05,24117.22,Completed
464,4619,2025-04-01,0.0,Completed
465,3021,2025-01-06,33218.59,Completed
466,1224,2025-06-15,1279.56,Completed
467,2579,2025-12-17,25692.79,Completed
468,3571,2025-07-11,63624.18,Completed
469,266,2025-11-18,26003.64,Pending
470,3179,2025-05-30,71495.2,Shipped
471,766,2025-04-18,3856.74,Shipped
472,610,2025-12-28,45565.85,Cancelled
473,3351,2025-04-07,59903.87,Completed
474,266,2025-10-26,54580.48,Shipped
475,370,2025-10-19,0.0,Completed
476,15,2025-11-09,53778.38,Completed
477,3134,2025-07-21,21442.23,Cancelled
478,4351,2025-01-23,14295.76,Completed
479,255,2026-02-02,17681.18,Shipped
480,2287,2025-07-04,40817.78,Completed
481,3948,2025-08-21,32336.58,Shipped
482,1733,2025-12-26,9710.88,Cancelled
483,132,2026-01-10,0.0,Completed
484,2926,2025-01-24,8065.26,Completed
485,3161,2026-02-18,0.0,Completed
486,692,2026-03-19,13298.1,Shipped
487,4851,2025-09-12,0.0,Completed
488,1484,2026-03-25,42859.35,Shipped
489,4453,2026-03-06,30032.14,Completed
490,4446,2025-11-04,15798.0,Completed
491,3601,2025-12-20,12830.48,Shipped
492,227,2025-04-26,0.0,Pending
493,1339,2025-03-24,56076.91,Shipped
494,2444,2025-06-21,14788.44,Completed
495,324,2025-05-12,6906.22,Completed
496,4983,2026-03-23,76833.17,Completed
497,604,2026-03-02,33112.2,Pending
498,190,2025-04-15,5142.32,Completed
499,271,2025-05-11,6884.43,Shipped
500,4812,2026-02-05,136744.22,Completed
501,4037,2025-11-04,0.0,Pending
502,3356,2025-03-09,39143.92,Completed
503,2153,2025-03-13,58065.84,Completed
504,2321,2025-09-28,38898.68,Cancelled
505,3543,2026-01-05,0.0,Shipped
506,3231,2025-08-29,46380.0,Completed
507,1272,2025-10-12,68683.33,Completed
508,2923,2026-02-25,19236.2,Completed
509,2904,2026-02-17,33339.15,Completed
510,2218,2026-01-18,22151.3,Shipped
511,4432,2025-04-14,0.0,Shipped
512,2821,2025-02-04,58341.58,Cancelled
513,4196,2025-05-09,6550.82,Pending
514,1818,2026-03-18,88200.38,Completed
515,3774,2026-02-08,18492.22,Completed
516,4829,2026-03-09,60075.61,Cancelled
517,4357,2025-07-21,33532.72,Cancelled
518,4078,2025-02-24,90484.47,Pending
519,1939,2026-02-16,51800.96,Completed
520,1269,2025-07-04,36087.89,Shipped
521,4812,2025-05-10,49158.87,Completed
522,1400,2025-11-04,67977.05,Shipped
523,1981,2025-01-15,9933.54,Completed
524,4948,2025-05-08,0.0,Completed
525,457,2025-06-25,25872.0,Shipped
526,1089,2025-01-25,10942.56,Cancelled
527,573,2025-12-11,85322.49,Completed
528,2334,2025-05-03,41595.03,Completed
529,2499,2025-05-21,45974.52,Shipped
530,3112,2025-03-12,52985.54,Shipped
531,330,2025-12-10,18022.28,Pending
532,3764,2025-01-15,63692.98,Cancelled
533,2740,2025-12-25,46367.72,Shipped
534,4433,2026-01-18,4556.48,Pending
535,3465,2026-01-11,27367.4,Shipped
536,2552,2025-03-25,48034.81,Completed
537,4073,2025-05-09,59389.48,Shipped
538,4203,2026-01-06,121702.13,Shipped
539,2043,2025-02-14,1098.86,Cancelled
540,2300,2025-05-16,30284.35,Completed
541,3910,2025-07-24,31211.29,Completed
542,5,2025-01-07,68213.6,Cancelled
543,537,2025-09-20,29518.14,Completed
544,3736,2025-03-09,31461.15,Cancelled
545,3884,2025-04-13,107252.12,Shipped
546,4464,2025-04-25,57762.55,Shipped
547,4153,2025-08-11,110593.76,Completed
548,1171,2025-08-04,7835.1,Completed
549,4028,2025-11-20,22655.19,Cancelled
550,1264,2025-02-10,15028.63,Pending
551,1630,2025-01-07,144906.68,Shipped
552,1424,2025-08-26,42891.22,Cancelled
553,2544,2025-05-13,1511.4,Completed
554,594,2026-03-21,42216.4,Shipped
555,188,2025-10-06,93797.33,Pending
556,3722,2025-12-02,114133.38,Shipped
557,2418,2025-07-11,39804.07,Completed
558,144,2025-01-24,35232.4,Shipped
559,4784,2025-09-10,27781.02,Completed
560,499,2025-06-28,29659.08,Shipped
561,646,2025-04-25,5763.51,Cancelled
562,2237,2025-12-26,58032.47,Pending
563,2510,2025-02-01,33993.14,Shipped
564,4095,2025-12-24,19727.62,Shipped
565,4505,2025-12-12,0.0,Completed
566,3118,2026-01-09,33825.88,Cancelled
567,4564,2025-02-27,12069.7,Shipped
568,352,2025-03-18,3492.99,Shipped
569,3571,2025-09-13,47932.98,Shipped
570,2015,2026-01-15,39676.44,Completed
571,3112,2025-12-21,6068.19,Pending
572,1444,2025-06-07,32016.25,Completed
573,4431,2025-04-04,58049.5,Pending
574,4371,2026-01-05,95201.47,Completed
575,578,2025-11-20,95590.88,Pending
576,2033,2025-12-08,0.0,Completed
577,4695,2025-04-07,67701.21,Shipped
578,4984,2025-12-21,24042.97,Shipped
579,3084,2025-05-12,71978.75,Pending
580,619,2026-02-19,0.0,Shipped
581,2814,2025-10-26,37511.43,Cancelled
582,1188,2025-03-17,25719.58,Completed
583,892,2025-03-01,107057.52,Shipped
584,3331,2025-11-22,44470.5,Cancelled
585,595,2025-12-05,0.0,Pending
586,1953,2025-06-03,25929.52,Pending
587,2345,2025-10-16,36922.84,Completed
588,4441,2025-10-25,5539.86,Shipped
589,999,2025-05-27,50005.2,Cancelled
590,4077,2025-08-31,77483.63,Shipped
591,423,2026-01-19,69683.22,Completed
592,671,2025-07-24,8634.83,Shipped
593,3065,2025-08-10,4829.76,Shipped
594,3758,2025-01-27,48793.29,Pending
595,4871,2025-07-20,57812.94,Cancelled
596,3702,2025-01-13,22668.05,Cancelled
597,3770,2025-10-15,26607.9,Cancelled
598,2939,2025-07-28,25083.91,Completed
599,381,2025-10-16,48044.4,Shipped
600,2992,2025-09-03,51253.41,Completed
601,2997,2025-09-12,16767.63,Pending
602,3988,2026-02-27,13294.13,Shipped
603,246,2025-04-30,75775.11,Completed
604,2120,2025-01-18,29572.68,Cancelled
605,2595,2025-11-08,39140.66,Shipped
606,2276,2025-10-27,14479.24,Pending
607,3069,2025-09-24,20802.46,Cancelled
608,506,2025-09-14,23719.42,Completed
609,1876,2025-07-17,45085.76,Completed
610,1843,2025-01-15,64078.4,Completed
611,1839,2025-04-04,85880.3,Shipped
612,2721,2025-01-09,18993.48,Completed
613,4676,2025-09-04,39876.62,Cancelled
614,4020,2025-03-29,32084.28,Completed
615,359,2025-07-12,26623.29,Completed
616,390,2025-02-09,54166.11,Shipped
617,2849,2025-01-15,39198.15,Cancelled
618,203,2025-09-24,31486.76,Pending
619,357,2025-04-05,35803.5,Completed
620,3061,2025-03-24,17375.98,Shipped
621,2317,2025-09-29,30077.61,Shipped
622,4312,2025-09-22,0.0,Shipped
623,4861,2025-02-10,31615.41,Completed
624,985,2026-01-24,2187.71,Completed
625,1460,2025-08-04,2654.91,Cancelled
626,1716,2025-04-22,10513.44,Shipped
627,2506,2025-01-01,19049.94,Completed
628,538,2025-02-23,21788.35,Pending
629,4181,2026-02-11,0.0,Pending
630,3872,2025-05-02,58331.97,Pending
631,2000,2025-04-04,25025.09,Shipped
632,146,2025-10-06,19713.36,Shipped
633,4287,2025-03-27,13192.15,Shipped
634,2787,2025-07-12,32905.6,Shipped
635,4844,2025-04-14,46665.69,Shipped
636,3730,2025-01-29,31484.95,Shipped
637,4324,2025-04-13,73647.6,Pending
638,1867,2025-01-24,42723.36,Pending
639,4993,2025-12-17,21165.1,Cancelled
640,4895,2025-03-29,92725.51,Completed
641,249,2025-10-18,8508.99,Completed
642,4783,2026-03-12,36894.41,Shipped
643,1536,2025-03-22,18487.0,Cancelled
644,932,2025-11-07,58478.14,Cancelled
645,4730,2025-06-03,64038.6,Completed
646,4392,2025-04-24,24799.34,Cancelled
647,4167,2025-01-09,21975.42,Completed
648,2357,2025-05-28,25670.58,Cancelled
649,1892,2026-03-05,905.56,Completed
650,156,2025-08-16,9260.34,Shipped
651,934,2025-07-12,70302.1,Completed
652,4801,2025-11-24,31622.43,Shipped
653,4092,2025-05-21,34047.66,Completed
654,4925,2025-01-07,1671.21,Shipped
